12:55:45.415 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.prjapitrans.PrjapitransApplicationTests], using SpringBootContextLoader
12:55:45.424 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.prjapitrans.PrjapitransApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
12:55:45.425 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.prjapitrans.PrjapitransApplicationTests]: PrjapitransApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
12:55:45.571 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.prjapitrans.PrjapitransApplication for test class com.prjapitrans.PrjapitransApplicationTests
12:55:45.693 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
12:55:45.716 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2663e964, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@48b67364, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@189cbd7c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7bf3a5d8, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@42e25b0b, org.springframework.test.context.support.DirtiesContextTestExecutionListener@39b43d60, org.springframework.test.context.transaction.TransactionalTestExecutionListener@44be0077, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2205a05d, org.springframework.test.context.event.EventPublishingTestExecutionListener@72ef8d15, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6aa8e115, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5e21e98f, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@51a9ad5e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5f20155b, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@72ade7e3, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@239105a8]
12:55:46.114 [main] INFO  c.p.PrjapitransApplicationTests - Starting PrjapitransApplicationTests using Java 1.8.0_401 on RafaelValverdeP with PID 20648 (started by RafaelValverde in C:\Projetos\Java\prjapitrans)
12:55:46.118 [main] INFO  c.p.PrjapitransApplicationTests - No active profile set, falling back to default profiles: default
12:55:47.483 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
12:55:47.705 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 211 ms. Found 1 JPA repository interfaces.
12:55:48.426 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
12:55:49.791 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
12:55:53.470 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
12:55:54.483 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
12:55:55.777 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
12:55:55.842 [main] INFO  c.p.PrjapitransApplicationTests - Started PrjapitransApplicationTests in 10.082 seconds (JVM running for 11.272)
12:55:56.028 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
12:55:56.032 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
12:55:56.108 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
